consonant,voice,place,manner,prosody,noipow,voipow,subject,token
v,1,0,1,0,147.62,119.56,8,3
b,1,0,0,0,135.79,126.42,5,7
t,0,1,0,0,137.87,109.01,5,4
d,1,1,0,0,144.78,118.35,16,1
p,0,0,0,0,131.35,108.6,17,4
t,0,1,0,0,164.08,121.37,3,9
t,0,1,0,0,143.82,121.1,17,2
t,0,1,0,0,158.19,114.71,16,5
s,0,1,1,0,159.26,115.85,1,8
p,0,0,0,0,140.11,111.71,2,9
z,1,1,1,0,157.51,118.87,9,4
s,0,1,1,0,165.53,117.62,10,9
d,1,1,0,0,141.52,116.89,2,10
d,1,1,0,0,150.87,113.05,16,7
b,1,0,0,0,140.83,125.21,8,8
v,1,0,1,0,138.12,122.31,19,7
b,1,0,0,0,128.26,120.6,6,1
b,1,0,0,0,140.79,129.28,8,4
b,1,0,0,0,152.76,129.29,8,2
b,1,0,0,0,123.95,107.32,2,6
f,0,0,1,0,142.63,108.15,8,4
t,0,1,0,0,147.09,119.49,4,7
d,1,1,0,0,141.77,126.87,20,3
t,0,1,0,0,157.37,114.78,13,9
p,0,0,0,0,127.66,107.6,5,2
d,1,1,0,0,137.49,110.98,18,7
d,1,1,0,0,155.96,123.93,16,9
s,0,1,1,0,166.0,108.03,15,9
z,1,1,1,0,160.05,126.08,9,5
b,1,0,0,0,127.79,118.14,18,3
s,0,1,1,0,154.95,111.02,14,10
b,1,0,0,0,138.67,117.96,19,3
f,0,0,1,0,156.87,115.0,1,10
t,0,1,0,0,154.33,112.24,9,5
d,1,1,0,0,141.05,115.92,5,3
s,0,1,1,0,164.65,113.76,9,1
z,1,1,1,0,163.33,119.05,9,3
p,0,0,0,0,145.62,115.8,9,4
p,0,0,0,0,133.85,112.84,19,2
v,1,0,1,0,125.87,104.52,6,9
t,0,1,0,0,158.8,112.35,6,5
s,0,1,1,0,162.2,115.03,10,7
z,1,1,1,0,157.62,122.34,12,8
s,0,1,1,0,163.32,112.99,1,6
d,1,1,0,0,144.03,113.89,5,7
d,1,1,0,0,151.64,118.21,1,4
z,1,1,1,0,165.47,124.0,8,3
z,1,1,1,0,142.06,98.666,2,1
s,0,1,1,0,155.76,108.32,9,8
f,0,0,1,0,145.2,104.09,7,7
f,0,0,1,0,137.16,112.87,4,6
t,0,1,0,0,161.5,118.75,1,9
f,0,0,1,0,140.58,115.13,12,7
b,1,0,0,0,137.8,119.24,19,10
d,1,1,0,0,146.36,120.89,15,3
p,0,0,0,0,135.47,108.65,2,6
z,1,1,1,0,150.76,127.14,14,10
z,1,1,1,0,146.11,125.9,18,4
b,1,0,0,0,131.93,115.65,20,9
p,0,0,0,0,142.87,111.12,11,5
t,0,1,0,0,150.29,121.47,8,8
d,1,1,0,0,143.39,123.2,4,8
p,0,0,0,0,139.99,113.98,6,2
v,1,0,1,0,142.58,119.12,13,6
d,1,1,0,0,142.32,127.77,17,9
d,1,1,0,0,161.25,114.83,11,4
d,1,1,0,0,151.6,119.61,9,7
s,0,1,1,0,164.66,115.66,11,5
v,1,0,1,0,142.74,122.3,16,9
f,0,0,1,0,139.45,108.34,2,5
v,1,0,1,0,136.68,121.13,20,7
v,1,0,1,0,134.88,122.57,5,2
v,1,0,1,0,135.97,124.98,17,9
z,1,1,1,0,165.75,122.25,8,4
p,0,0,0,0,143.34,112.59,15,10
z,1,1,1,0,150.11,111.95,17,9
s,0,1,1,0,156.91,105.58,13,6
f,0,0,1,0,150.84,109.43,1,7
s,0,1,1,0,158.27,111.01,13,2
b,1,0,0,0,129.39,117.51,15,4
s,0,1,1,0,155.62,104.36,18,10
b,1,0,0,0,126.64,107.25,5,6
f,0,0,1,0,145.37,106.7,12,4
t,0,1,0,0,157.44,112.69,11,10
z,1,1,1,0,162.8,130.01,10,2
p,0,0,0,0,155.49,124.99,8,4
t,0,1,0,0,159.41,121.91,13,5
d,1,1,0,0,161.22,125.43,10,2
d,1,1,0,0,147.56,115.63,8,3
s,0,1,1,0,166.63,107.99,16,9
s,0,1,1,0,165.18,113.53,11,4
d,1,1,0,0,147.75,124.59,8,8
v,1,0,1,0,135.88,120.24,20,3
p,0,0,0,0,148.09,118.14,8,2
z,1,1,1,0,164.1,121.23,10,4
b,1,0,0,0,140.35,121.71,10,1
p,0,0,0,0,136.29,115.62,18,4
f,0,0,1,0,153.08,108.6,1,9
s,0,1,1,0,155.74,115.76,14,5
p,0,0,0,0,135.6,119.07,19,8
b,1,0,0,0,147.17,121.45,10,9
t,0,1,0,0,141.98,118.25,19,3
t,0,1,0,0,141.54,114.48,18,7
t,0,1,0,0,150.76,117.18,6,8
s,0,1,1,0,161.79,119.09,4,9
v,1,0,1,0,143.29,110.83,12,6
d,1,1,0,0,157.94,111.95,11,6
v,1,0,1,0,139.35,117.42,13,8
f,0,0,1,0,146.56,106.96,15,3
s,0,1,1,0,157.2,108.38,6,8
z,1,1,1,0,162.75,120.81,9,10
z,1,1,1,0,159.39,122.02,16,7
d,1,1,0,0,146.57,122.55,12,3
v,1,0,1,0,139.9,115.5,13,7
t,0,1,0,0,165.35,115.25,11,3
d,1,1,0,0,136.45,129.3,20,8
t,0,1,0,0,135.93,114.28,5,10
s,0,1,1,0,167.36,107.3,16,2
s,0,1,1,0,148.99,112.44,5,5
t,0,1,0,0,159.16,120.99,10,9
f,0,0,1,0,147.95,103.52,2,7
b,1,0,0,0,142.0,118.31,9,2
d,1,1,0,0,146.03,127.18,6,1
d,1,1,0,0,134.03,100.79,2,5
d,1,1,0,0,142.67,118.35,4,2
t,0,1,0,0,142.91,107.88,18,8
d,1,1,0,0,154.32,127.77,1,6
z,1,1,1,0,148.66,127.79,20,4
p,0,0,0,0,134.66,111.05,18,9
v,1,0,1,0,137.54,116.27,7,4
v,1,0,1,0,125.29,108.94,2,3
s,0,1,1,0,155.71,117.28,14,4
f,0,0,1,0,143.05,110.35,3,5
s,0,1,1,0,149.79,105.08,17,1
z,1,1,1,0,154.08,117.2,7,6
p,0,0,0,0,145.19,117.76,4,2
b,1,0,0,0,131.99,124.54,20,2
s,0,1,1,0,159.82,108.32,15,10
v,1,0,1,0,139.88,118.81,15,8
f,0,0,1,0,139.56,109.41,12,8
p,0,0,0,0,135.92,115.86,13,7
s,0,1,1,0,157.32,107.42,13,10
v,1,0,1,0,128.38,104.11,6,4
d,1,1,0,0,150.32,122.78,14,2
p,0,0,0,0,149.32,111.38,16,5
z,1,1,1,0,153.12,120.25,6,9
b,1,0,0,0,145.55,117.2,6,5
d,1,1,0,0,140.87,117.61,19,10
f,0,0,1,0,148.04,114.04,8,9
d,1,1,0,0,167.88,124.4,11,8
f,0,0,1,0,152.67,118.22,1,1
z,1,1,1,0,142.0,100.57,17,4
s,0,1,1,0,152.8,106.63,2,3
f,0,0,1,0,138.32,101.99,18,8
z,1,1,1,0,150.4,119.84,18,2
p,0,0,0,0,139.67,114.39,7,9
b,1,0,0,0,137.35,120.05,6,2
f,0,0,1,0,137.9,104.4,7,2
s,0,1,1,0,152.89,106.52,12,5
z,1,1,1,0,157.28,110.64,9,6
t,0,1,0,0,138.01,111.08,19,4
f,0,0,1,0,148.87,114.15,16,8
z,1,1,1,0,146.17,119.18,19,5
d,1,1,0,0,158.18,115.18,13,7
t,0,1,0,0,142.35,121.53,20,5
s,0,1,1,0,150.71,101.1,2,1
s,0,1,1,0,159.2,109.14,3,4
d,1,1,0,0,142.55,120.12,19,9
t,0,1,0,0,164.21,119.26,11,8
b,1,0,0,0,136.86,116.76,4,8
v,1,0,1,0,131.01,104.1,2,1
f,0,0,1,0,150.99,119.4,1,3
b,1,0,0,0,134.37,122.88,7,9
s,0,1,1,0,160.98,113.85,9,5
v,1,0,1,0,142.98,122.01,3,8
z,1,1,1,0,155.98,121.48,4,7
s,0,1,1,0,155.91,103.99,20,5
b,1,0,0,0,137.64,126.4,12,7
f,0,0,1,0,140.99,108.52,18,9
f,0,0,1,0,148.59,105.03,15,6
z,1,1,1,0,148.08,118.79,5,10
f,0,0,1,0,144.84,111.01,8,5
f,0,0,1,0,148.02,106.89,15,7
b,1,0,0,0,135.68,111.08,19,2
z,1,1,1,0,156.86,126.36,4,3
z,1,1,1,0,146.94,123.76,14,5
d,1,1,0,0,135.05,105.32,2,1
v,1,0,1,0,136.48,126.25,17,4
s,0,1,1,0,149.92,101.99,2,2
z,1,1,1,0,147.1,120.22,18,10
p,0,0,0,0,149.54,117.51,4,10
b,1,0,0,0,132.61,113.33,16,2
v,1,0,1,0,130.04,106.54,5,1
p,0,0,0,0,143.53,113.43,11,6
d,1,1,0,0,155.55,111.7,3,10
s,0,1,1,0,157.89,117.32,2,5
t,0,1,0,0,157.47,123.45,4,1
v,1,0,1,0,132.53,124.06,5,5
v,1,0,1,0,130.0,119.0,4,5
v,1,0,1,0,144.64,127.03,10,7
s,0,1,1,0,163.31,115.32,4,5
z,1,1,1,0,143.75,117.87,5,8
p,0,0,0,0,136.5,111.11,2,4
f,0,0,1,0,150.04,113.0,14,4
z,1,1,1,0,155.72,116.38,2,5
t,0,1,0,0,149.86,113.36,3,3
v,1,0,1,0,141.5,121.54,3,4
f,0,0,1,0,147.56,116.11,16,10
v,1,0,1,0,152.22,121.56,8,8
v,1,0,1,0,142.37,107.38,3,9
z,1,1,1,0,162.79,114.23,15,9
t,0,1,0,0,157.02,116.84,12,9
t,0,1,0,0,148.39,111.07,2,4
v,1,0,1,0,135.69,119.46,12,3
t,0,1,0,0,158.83,116.05,12,7
d,1,1,0,0,152.46,126.29,8,5
t,0,1,0,0,155.06,118.71,3,6
v,1,0,1,0,127.94,119.88,19,3
d,1,1,0,0,147.48,123.3,8,9
z,1,1,1,0,153.03,115.28,6,6
f,0,0,1,0,140.07,111.97,6,10
v,1,0,1,0,148.37,122.74,1,2
f,0,0,1,0,145.98,100.97,20,10
b,1,0,0,0,126.95,107.69,2,1
t,0,1,0,0,158.17,118.01,16,3
z,1,1,1,0,150.83,105.15,2,2
t,0,1,0,0,150.29,108.21,2,7
t,0,1,0,0,157.58,108.64,7,7
v,1,0,1,0,136.56,127.96,12,8
f,0,0,1,0,148.97,108.3,15,5
z,1,1,1,0,165.47,110.81,11,3
p,0,0,0,0,152.99,117.93,16,3
t,0,1,0,0,157.27,120.95,10,10
v,1,0,1,0,153.78,115.18,10,4
p,0,0,0,0,137.8,114.59,9,3
p,0,0,0,0,141.48,116.11,11,1
t,0,1,0,0,149.43,108.61,6,4
b,1,0,0,0,144.23,126.89,10,7
f,0,0,1,0,147.79,108.64,12,3
d,1,1,0,0,149.14,121.36,8,2
v,1,0,1,0,136.81,125.99,1,8
t,0,1,0,0,154.93,122.6,13,4
p,0,0,0,0,124.29,104.65,5,10
s,0,1,1,0,153.46,106.46,17,10
t,0,1,0,0,148.03,113.2,15,5
d,1,1,0,0,136.24,105.64,18,10
v,1,0,1,0,130.88,124.24,6,2
d,1,1,0,0,137.85,131.0,20,5
p,0,0,0,0,145.76,116.4,11,9
p,0,0,0,0,131.29,112.58,5,3
s,0,1,1,0,149.14,105.91,19,8
s,0,1,1,0,166.15,115.41,8,10
p,0,0,0,0,138.02,110.25,6,9
f,0,0,1,0,144.08,110.07,13,4
f,0,0,1,0,144.43,111.7,16,9
b,1,0,0,0,132.67,125.07,20,7
v,1,0,1,0,141.41,125.29,10,10
p,0,0,0,0,139.7,113.13,11,7
v,1,0,1,0,139.86,116.44,7,2
s,0,1,1,0,164.44,108.0,16,6
s,0,1,1,0,163.88,112.68,10,4
t,0,1,0,0,148.29,114.54,18,5
v,1,0,1,0,136.39,122.62,4,1
t,0,1,0,0,138.03,113.57,5,2
p,0,0,0,0,141.55,114.09,14,10
s,0,1,1,0,161.0,106.9,7,6
t,0,1,0,0,141.78,119.19,5,3
b,1,0,0,0,140.43,123.86,7,2
t,0,1,0,0,152.92,121.64,14,5
f,0,0,1,0,144.95,112.6,17,10
d,1,1,0,0,158.15,117.43,12,10
d,1,1,0,0,150.03,122.02,13,4
b,1,0,0,0,136.6,115.88,18,7
v,1,0,1,0,137.28,117.04,15,10
f,0,0,1,0,136.04,114.65,4,7
p,0,0,0,0,152.66,128.9,10,9
s,0,1,1,0,160.13,107.48,12,2
t,0,1,0,0,151.88,116.35,13,2
z,1,1,1,0,143.64,130.41,14,1
v,1,0,1,0,150.3,121.74,11,6
t,0,1,0,0,156.65,123.76,6,3
f,0,0,1,0,130.41,109.04,5,5
s,0,1,1,0,159.26,110.74,2,10
p,0,0,0,0,133.37,117.83,18,6
v,1,0,1,0,137.23,118.47,20,8
s,0,1,1,0,154.71,108.84,2,7
p,0,0,0,0,133.88,111.6,20,10
s,0,1,1,0,166.51,110.92,8,4
s,0,1,1,0,159.82,114.55,3,5
p,0,0,0,0,146.47,119.18,1,2
