consonant,voice,place,manner,prosody,condur,vowdur,subject,token
t,0,1,0,0,69,207,15,5
d,1,1,0,0,124,190,20,6
v,1,0,1,0,72,273,5,1
d,1,1,0,0,15,339,5,3
t,0,1,0,0,56,186,19,3
b,1,0,0,0,32,199,17,2
v,1,0,1,0,79,224,19,1
f,0,0,1,0,137,191,14,2
s,0,1,1,0,166,312,7,10
t,0,1,0,0,76,298,7,10
p,0,0,0,0,65,349,15,3
d,1,1,0,0,16,305,15,5
s,0,1,1,0,187,323,12,9
v,1,0,1,0,56,289,7,5
d,1,1,0,0,16,283,3,9
d,1,1,0,0,14,273,9,2
v,1,0,1,0,74,264,15,3
t,0,1,0,0,102,300,11,2
v,1,0,1,0,122,342,10,5
v,1,0,1,0,155,329,3,8
b,1,0,0,0,54,196,19,10
s,0,1,1,0,141,345,12,7
f,0,0,1,0,179,356,9,5
t,0,1,0,0,60,239,13,8
v,1,0,1,0,67,207,19,10
z,1,1,1,0,100,240,19,10
p,0,0,0,0,78,247,4,10
b,1,0,0,0,14,362,3,7
z,1,1,1,0,134,244,8,10
b,1,0,0,0,167,258,20,10
v,1,0,1,0,18,297,7,9
s,0,1,1,0,169,357,12,10
p,0,0,0,0,56,221,16,9
z,1,1,1,0,148,237,20,1
t,0,1,0,0,87,198,14,9
z,1,1,1,0,129,257,15,10
p,0,0,0,0,85,211,14,2
v,1,0,1,0,26,235,16,2
p,0,0,0,0,80,211,17,5
t,0,1,0,0,73,235,15,9
v,1,0,1,0,87,288,18,3
z,1,1,1,0,135,326,10,7
z,1,1,1,0,121,270,18,8
b,1,0,0,0,9,193,8,4
s,0,1,1,0,180,294,5,2
b,1,0,0,0,56,359,3,10
p,0,0,0,0,32,148,1,6
t,0,1,0,0,103,223,10,2
d,1,1,0,0,14,326,2,7
b,1,0,0,0,37,291,5,3
p,0,0,0,0,53,240,2,2
b,1,0,0,0,12,235,13,3
b,1,0,0,0,11,352,15,4
t,0,1,0,0,61,218,20,4
z,1,1,1,0,153,319,9,5
s,0,1,1,0,158,274,18,5
v,1,0,1,0,66,373,3,7
b,1,0,0,0,23,287,18,10
v,1,0,1,0,60,308,3,4
d,1,1,0,0,14,257,8,9
p,0,0,0,0,47,255,15,9
z,1,1,1,0,148,304,3,3
f,0,0,1,0,129,316,12,4
v,1,0,1,0,48,173,17,2
z,1,1,1,0,76,255,4,2
p,0,0,0,0,69,190,20,9
v,1,0,1,0,81,239,11,1
z,1,1,1,0,117,250,14,3
d,1,1,0,0,13,309,12,8
t,0,1,0,0,97,207,14,10
s,0,1,1,0,132,222,16,7
z,1,1,1,0,150,222,19,4
v,1,0,1,0,41,252,6,10
p,0,0,0,0,110,188,8,9
s,0,1,1,0,191,251,8,10
z,1,1,1,0,177,267,10,3
s,0,1,1,0,105,236,11,9
b,1,0,0,0,117,149,1,9
b,1,0,0,0,23,260,5,8
t,0,1,0,0,112,332,12,4
t,0,1,0,0,108,189,6,9
z,1,1,1,0,123,195,8,8
z,1,1,1,0,139,356,10,8
f,0,0,1,0,125,254,5,8
v,1,0,1,0,55,280,17,1
s,0,1,1,0,122,279,4,8
z,1,1,1,0,116,216,1,2
p,0,0,0,0,68,208,11,2
p,0,0,0,0,92,290,12,7
v,1,0,1,0,71,270,18,4
z,1,1,1,0,121,363,9,10
t,0,1,0,0,83,330,12,9
d,1,1,0,0,26,308,18,3
p,0,0,0,0,78,281,15,8
d,1,1,0,0,23,234,8,5
d,1,1,0,0,22,210,6,1
t,0,1,0,0,60,275,18,3
d,1,1,0,0,25,228,13,10
d,1,1,0,0,31,214,11,5
z,1,1,1,0,141,226,6,1
s,0,1,1,0,161,312,4,10
v,1,0,1,0,132,307,20,2
v,1,0,1,0,44,235,6,6
v,1,0,1,0,143,277,20,7
p,0,0,0,0,73,330,3,6
t,0,1,0,0,76,223,20,1
b,1,0,0,0,7,186,16,7
s,0,1,1,0,289,227,20,9
v,1,0,1,0,130,355,10,9
b,1,0,0,0,12,334,15,10
f,0,0,1,0,130,184,13,7
b,1,0,0,0,18,355,2,8
v,1,0,1,0,34,301,2,10
s,0,1,1,0,164,282,7,9
s,0,1,1,0,157,206,19,7
p,0,0,0,0,39,162,1,9
t,0,1,0,0,73,281,3,2
f,0,0,1,0,129,237,17,6
f,0,0,1,0,108,270,16,5
t,0,1,0,0,92,291,3,3
v,1,0,1,0,81,299,18,5
b,1,0,0,0,149,243,20,7
d,1,1,0,0,16,304,16,4
s,0,1,1,0,170,243,8,5
z,1,1,1,0,81,246,17,8
z,1,1,1,0,164,231,14,5
s,0,1,1,0,182,271,8,2
z,1,1,1,0,117,266,4,1
p,0,0,0,0,55,251,5,1
b,1,0,0,0,16,263,5,2
z,1,1,1,0,87,267,15,9
b,1,0,0,0,8,224,4,6
d,1,1,0,0,22,210,13,4
d,1,1,0,0,12,232,5,9
d,1,1,0,0,35,275,11,4
p,0,0,0,0,65,213,20,10
f,0,0,1,0,141,278,6,5
z,1,1,1,0,85,219,19,1
b,1,0,0,0,9,195,14,1
d,1,1,0,0,16,339,15,6
z,1,1,1,0,137,239,6,4
s,0,1,1,0,164,288,18,9
t,0,1,0,0,98,190,17,6
z,1,1,1,0,111,251,5,3
b,1,0,0,0,20,183,19,9
p,0,0,0,0,62,273,9,8
p,0,0,0,0,105,280,11,9
p,0,0,0,0,141,245,20,7
t,0,1,0,0,98,194,10,3
b,1,0,0,0,16,333,2,5
t,0,1,0,0,96,216,8,5
v,1,0,1,0,118,182,1,6
v,1,0,1,0,84,224,6,3
f,0,0,1,0,144,215,14,8
p,0,0,0,0,78,233,11,6
f,0,0,1,0,141,217,18,1
f,0,0,1,0,95,249,19,9
p,0,0,0,0,81,232,5,7
b,1,0,0,0,15,271,12,4
b,1,0,0,0,16,254,6,2
f,0,0,1,0,87,218,13,1
s,0,1,1,0,170,375,3,6
d,1,1,0,0,51,194,17,6
b,1,0,0,0,9,196,1,2
d,1,1,0,0,20,270,7,9
s,0,1,1,0,154,286,2,8
z,1,1,1,0,113,421,15,2
z,1,1,1,0,91,226,19,2
z,1,1,1,0,71,286,12,1
s,0,1,1,0,161,287,8,4
s,0,1,1,0,170,311,20,3
d,1,1,0,0,11,250,16,1
d,1,1,0,0,17,285,14,3
s,0,1,1,0,158,242,1,3
z,1,1,1,0,120,191,8,4
b,1,0,0,0,12,221,9,1
b,1,0,0,0,33,276,4,8
f,0,0,1,0,138,196,17,2
p,0,0,0,0,101,199,8,3
f,0,0,1,0,23,298,4,10
f,0,0,1,0,117,379,15,3
d,1,1,0,0,32,320,10,2
s,0,1,1,0,149,241,4,2
z,1,1,1,0,78,274,4,7
s,0,1,1,0,183,232,14,9
b,1,0,0,0,17,263,18,2
t,0,1,0,0,78,253,11,7
t,0,1,0,0,106,290,12,3
z,1,1,1,0,100,280,7,8
p,0,0,0,0,97,206,6,2
z,1,1,1,0,109,288,5,5
b,1,0,0,0,23,246,13,10
t,0,1,0,0,75,251,18,4
z,1,1,1,0,153,266,5,8
v,1,0,1,0,48,293,2,4
z,1,1,1,0,140,252,2,4
b,1,0,0,0,6,292,7,7
b,1,0,0,0,17,296,11,3
s,0,1,1,0,182,383,3,7
f,0,0,1,0,188,261,8,9
p,0,0,0,0,62,235,5,4
f,0,0,1,0,134,264,3,4
b,1,0,0,0,16,358,15,7
f,0,0,1,0,145,290,5,2
v,1,0,1,0,59,354,9,7
t,0,1,0,0,63,226,5,2
z,1,1,1,0,67,222,11,4
s,0,1,1,0,141,232,17,8
s,0,1,1,0,144,283,18,1
f,0,0,1,0,144,217,11,1
b,1,0,0,0,144,210,1,5
s,0,1,1,0,190,274,5,5
b,1,0,0,0,10,215,13,5
d,1,1,0,0,20,356,15,3
s,0,1,1,0,260,260,20,1
z,1,1,1,0,92,217,17,1
d,1,1,0,0,129,213,19,4
s,0,1,1,0,144,249,14,4
t,0,1,0,0,91,278,15,7
p,0,0,0,0,169,287,10,9
z,1,1,1,0,57,307,4,5
t,0,1,0,0,48,284,5,10
t,0,1,0,0,132,337,3,9
p,0,0,0,0,91,188,6,6
z,1,1,1,0,88,261,13,4
f,0,0,1,0,83,249,4,6
p,0,0,0,0,97,233,16,3
f,0,0,1,0,147,255,12,3
s,0,1,1,0,163,294,3,4
p,0,0,0,0,42,229,18,7
f,0,0,1,0,137,245,8,5
b,1,0,0,0,12,366,3,1
f,0,0,1,0,123,269,7,1
v,1,0,1,0,35,256,4,6
v,1,0,1,0,35,260,4,4
p,0,0,0,0,74,176,15,10
t,0,1,0,0,60,280,16,5
t,0,1,0,0,89,286,4,2
f,0,0,1,0,252,352,20,1
p,0,0,0,0,130,217,10,3
p,0,0,0,0,71,138,13,3
z,1,1,1,0,101,203,19,5
s,0,1,1,0,131,261,12,1
f,0,0,1,0,147,281,2,1
z,1,1,1,0,130,210,18,5
b,1,0,0,0,119,259,20,5
b,1,0,0,0,14,252,16,3
d,1,1,0,0,35,226,20,5
p,0,0,0,0,73,325,3,10
t,0,1,0,0,93,323,12,10
z,1,1,1,0,166,218,14,9
d,1,1,0,0,20,326,8,3
f,0,0,1,0,97,221,16,2
z,1,1,1,0,131,252,18,6
z,1,1,1,0,60,317,16,2
p,0,0,0,0,52,258,7,10
t,0,1,0,0,88,251,5,4
p,0,0,0,0,43,256,18,2
b,1,0,0,0,11,222,19,3
v,1,0,1,0,142,308,20,3
s,0,1,1,0,174,301,2,5
z,1,1,1,0,99,267,13,3
z,1,1,1,0,84,225,11,1
d,1,1,0,0,11,317,12,4
s,0,1,1,0,146,276,9,7
z,1,1,1,0,113,345,15,3
f,0,0,1,0,199,377,3,8
v,1,0,1,0,98,290,8,5
s,0,1,1,0,220,291,5,6
p,0,0,0,0,62,239,11,8
f,0,0,1,0,134,214,19,1
z,1,1,1,0,103,291,2,5
f,0,0,1,0,126,209,1,1
d,1,1,0,0,25,250,18,5
f,0,0,1,0,161,192,17,4
b,1,0,0,0,8,346,12,8
s,0,1,1,0,259,309,20,7
f,0,0,1,0,157,224,8,7
s,0,1,1,0,188,307,5,1
v,1,0,1,0,52,257,9,4
t,0,1,0,0,88,222,13,2
z,1,1,1,0,144,260,5,10
b,1,0,0,0,22,233,6,3
z,1,1,1,0,210,240,20,6
z,1,1,1,0,119,274,5,7
s,0,1,1,0,167,223,19,9
f,0,0,1,0,153,240,5,7
z,1,1,1,0,109,214,8,3
s,0,1,1,0,210,325,10,5
p,0,0,0,0,70,379,3,7
p,0,0,0,0,49,165,19,4
d,1,1,0,0,23,185,17,1
s,0,1,1,0,171,214,17,4
v,1,0,1,0,93,295,10,2
f,0,0,1,0,144,311,14,4
f,0,0,1,0,133,343,12,9
z,1,1,1,0,94,227,13,10
p,0,0,0,0,106,111,17,8
t,0,1,0,0,73,225,13,4
b,1,0,0,0,66,172,1,10
s,0,1,1,0,179,221,19,1
z,1,1,1,0,160,212,14,8
v,1,0,1,0,82,194,17,8
p,0,0,0,0,54,306,2,8
s,0,1,1,0,179,265,15,1
t,0,1,0,0,87,205,1,5
v,1,0,1,0,117,369,9,8
d,1,1,0,0,27,248,11,7
d,1,1,0,0,23,312,18,10
f,0,0,1,0,125,280,18,2
d,1,1,0,0,26,285,11,9
f,0,0,1,0,159,182,1,7
b,1,0,0,0,23,244,5,10
s,0,1,1,0,206,240,5,9
v,1,0,1,0,130,293,4,10
s,0,1,1,0,119,236,18,3
f,0,0,1,0,60,367,7,7
