consonant,voice,place,manner,prosody,noipow,voipow,subject,token
b,1,0,0,1,144.64,123.37,9,9
d,1,1,0,1,132.1,121.06,20,7
b,1,0,0,1,132.31,122.8,13,9
z,1,1,1,1,147.69,124.24,14,6
v,1,0,1,1,137.48,112.91,6,1
t,0,1,0,1,154.0,115.6,19,5
s,0,1,1,1,148.44,123.99,3,4
t,0,1,0,1,153.45,108.31,2,8
s,0,1,1,1,163.98,116.34,10,10
z,1,1,1,1,161.22,116.4,8,3
p,0,0,0,1,128.63,112.97,14,6
v,1,0,1,1,131.95,110.49,7,8
z,1,1,1,1,148.4,115.2,18,7
p,0,0,0,1,145.92,121.35,10,7
b,1,0,0,1,137.4,115.23,11,7
d,1,1,0,1,143.92,119.1,3,7
t,0,1,0,1,149.34,106.38,7,5
b,1,0,0,1,131.54,115.14,17,7
b,1,0,0,1,128.23,124.4,13,10
d,1,1,0,1,147.06,125.89,10,10
z,1,1,1,1,138.95,106.56,5,8
f,0,0,1,1,145.76,108.66,2,9
d,1,1,0,1,149.21,124.1,8,10
s,0,1,1,1,147.31,116.98,20,10
t,0,1,0,1,153.46,112.98,13,9
p,0,0,0,1,138.59,118.7,11,4
t,0,1,0,1,141.54,116.54,17,9
d,1,1,0,1,136.86,118.28,6,6
v,1,0,1,1,150.03,127.53,8,7
f,0,0,1,1,138.61,99.213,12,9
z,1,1,1,1,152.49,110.53,11,1
p,0,0,0,1,125.42,104.29,7,10
p,0,0,0,1,144.39,118.55,19,7
t,0,1,0,1,161.63,116.37,11,10
s,0,1,1,1,159.49,115.93,8,6
z,1,1,1,1,153.27,122.07,3,3
t,0,1,0,1,155.02,116.2,1,5
s,0,1,1,1,156.15,118.17,4,4
b,1,0,0,1,127.52,109.35,18,10
s,0,1,1,1,156.55,105.4,2,9
v,1,0,1,1,143.17,122.03,9,4
z,1,1,1,1,136.05,109.32,5,2
b,1,0,0,1,134.33,121.88,6,2
t,0,1,0,1,151.71,107.5,2,3
b,1,0,0,1,127.11,117.63,6,1
f,0,0,1,1,128.74,106.34,5,4
t,0,1,0,1,158.52,117.4,13,2
z,1,1,1,1,147.58,121.67,2,6
v,1,0,1,1,128.02,106.05,20,2
s,0,1,1,1,145.57,110.6,17,1
v,1,0,1,1,140.81,116.06,3,4
v,1,0,1,1,149.07,117.31,1,4
d,1,1,0,1,136.04,114.66,11,3
b,1,0,0,1,139.41,114.82,2,10
f,0,0,1,1,128.09,106.89,7,10
z,1,1,1,1,158.43,126.28,1,4
v,1,0,1,1,146.45,113.01,15,5
b,1,0,0,1,134.31,117.37,15,5
z,1,1,1,1,152.52,125.3,3,5
t,0,1,0,1,140.27,109.64,19,6
s,0,1,1,1,155.37,105.77,15,6
b,1,0,0,1,144.42,114.92,11,6
z,1,1,1,1,149.17,121.38,19,6
d,1,1,0,1,140.64,121.37,19,3
t,0,1,0,1,153.88,116.86,14,6
z,1,1,1,1,134.18,112.29,5,7
b,1,0,0,1,134.09,125.47,14,1
s,0,1,1,1,165.16,113.6,16,9
d,1,1,0,1,146.25,126.04,14,1
z,1,1,1,1,159.66,120.91,10,9
s,0,1,1,1,162.9,112.13,6,4
z,1,1,1,1,149.48,116.05,12,8
v,1,0,1,1,153.35,122.77,9,5
b,1,0,0,1,134.86,122.22,15,3
b,1,0,0,1,140.49,131.29,10,5
p,0,0,0,1,148.07,118.8,3,5
b,1,0,0,1,120.18,110.81,18,4
s,0,1,1,1,160.99,119.65,2,7
t,0,1,0,1,158.04,115.88,1,2
b,1,0,0,1,133.14,126.27,3,9
p,0,0,0,1,130.75,113.91,14,4
t,0,1,0,1,147.8,111.49,20,7
p,0,0,0,1,138.77,116.98,13,9
v,1,0,1,1,136.43,111.37,14,7
s,0,1,1,1,152.45,118.8,17,7
d,1,1,0,1,134.5,114.78,17,1
t,0,1,0,1,155.64,110.3,1,1
f,0,0,1,1,137.14,115.21,17,1
v,1,0,1,1,149.17,120.55,10,9
t,0,1,0,1,147.63,117.08,13,3
d,1,1,0,1,119.26,114.21,5,3
t,0,1,0,1,151.99,111.74,16,6
v,1,0,1,1,136.31,116.06,6,3
b,1,0,0,1,121.12,109.93,7,8
b,1,0,0,1,139.7,131.44,10,2
b,1,0,0,1,134.46,116.54,19,2
p,0,0,0,1,130.39,114.0,4,7
t,0,1,0,1,157.46,116.11,14,1
s,0,1,1,1,156.11,116.37,13,2
b,1,0,0,1,130.1,115.45,17,6
d,1,1,0,1,150.55,128.06,8,9
p,0,0,0,1,134.92,114.97,6,1
f,0,0,1,1,138.25,106.32,18,8
f,0,0,1,1,133.44,101.62,20,3
f,0,0,1,1,140.06,105.52,6,10
b,1,0,0,1,143.8,127.83,8,9
d,1,1,0,1,140.82,126.87,14,9
s,0,1,1,1,160.78,112.56,9,4
z,1,1,1,1,153.57,121.3,13,2
d,1,1,0,1,144.28,118.0,3,10
t,0,1,0,1,137.25,105.41,18,7
p,0,0,0,1,140.96,115.57,15,7
d,1,1,0,1,131.39,112.7,4,4
p,0,0,0,1,132.26,116.08,4,9
v,1,0,1,1,141.75,113.18,14,4
p,0,0,0,1,140.23,106.98,12,1
b,1,0,0,1,130.67,119.74,4,6
t,0,1,0,1,152.6,117.06,14,5
f,0,0,1,1,146.12,111.92,15,9
f,0,0,1,1,138.85,114.32,18,1
f,0,0,1,1,146.97,104.41,2,1
t,0,1,0,1,161.38,122.73,10,9
f,0,0,1,1,141.47,108.36,19,3
p,0,0,0,1,148.63,112.96,10,4
t,0,1,0,1,133.18,105.08,5,4
v,1,0,1,1,147.45,125.1,15,1
s,0,1,1,1,149.21,113.96,14,9
d,1,1,0,1,137.09,121.12,18,7
d,1,1,0,1,126.28,117.75,19,7
b,1,0,0,1,132.52,119.82,6,6
f,0,0,1,1,144.26,111.18,2,6
p,0,0,0,1,141.69,113.73,16,5
d,1,1,0,1,140.89,118.72,2,1
b,1,0,0,1,128.9,114.99,7,10
f,0,0,1,1,144.95,117.26,14,5
v,1,0,1,1,130.68,109.36,20,1
p,0,0,0,1,135.15,114.03,15,5
b,1,0,0,1,124.72,117.16,19,8
v,1,0,1,1,131.99,105.73,5,5
f,0,0,1,1,146.93,116.14,19,2
v,1,0,1,1,139.82,110.26,18,5
s,0,1,1,1,144.64,116.81,17,8
d,1,1,0,1,127.05,114.66,19,10
d,1,1,0,1,125.93,117.03,1,1
f,0,0,1,1,147.63,119.21,1,9
d,1,1,0,1,137.33,124.47,14,10
f,0,0,1,1,142.69,112.88,8,10
t,0,1,0,1,163.98,117.17,1,4
s,0,1,1,1,153.44,111.46,12,5
d,1,1,0,1,119.03,110.04,5,10
p,0,0,0,1,130.85,111.35,12,4
d,1,1,0,1,149.0,125.26,3,2
z,1,1,1,1,143.16,121.34,17,9
t,0,1,0,1,141.95,108.95,18,9
p,0,0,0,1,133.84,110.71,20,10
t,0,1,0,1,157.18,109.95,12,5
s,0,1,1,1,160.18,114.32,6,5
b,1,0,0,1,132.33,123.0,3,8
v,1,0,1,1,135.34,118.09,3,10
b,1,0,0,1,124.21,113.36,17,8
d,1,1,0,1,146.84,120.72,16,7
p,0,0,0,1,123.19,109.77,20,5
z,1,1,1,1,154.14,117.4,13,1
s,0,1,1,1,147.39,115.09,19,10
v,1,0,1,1,134.97,100.58,12,10
f,0,0,1,1,142.66,108.64,13,7
p,0,0,0,1,154.47,125.95,1,8
t,0,1,0,1,155.27,114.49,16,3
z,1,1,1,1,148.26,107.13,19,1
z,1,1,1,1,147.49,120.72,1,10
s,0,1,1,1,160.69,115.22,9,9
p,0,0,0,1,146.16,112.26,8,7
d,1,1,0,1,137.07,112.1,7,7
v,1,0,1,1,139.69,113.73,1,7
v,1,0,1,1,150.78,118.07,15,10
b,1,0,0,1,128.17,121.83,17,3
z,1,1,1,1,153.05,122.42,6,7
f,0,0,1,1,138.29,114.31,4,6
t,0,1,0,1,153.19,115.74,16,7
t,0,1,0,1,152.68,109.47,9,6
v,1,0,1,1,141.56,105.77,15,4
t,0,1,0,1,155.47,106.41,2,10
f,0,0,1,1,142.41,110.86,11,7
d,1,1,0,1,153.12,119.39,10,9
s,0,1,1,1,154.26,113.26,13,1
d,1,1,0,1,147.8,117.58,2,5
b,1,0,0,1,133.31,117.7,19,9
b,1,0,0,1,134.58,119.21,1,8
f,0,0,1,1,138.56,108.8,7,8
d,1,1,0,1,127.95,111.52,4,8
z,1,1,1,1,151.69,119.63,6,8
d,1,1,0,1,117.3,107.59,5,6
t,0,1,0,1,153.61,119.12,6,5
p,0,0,0,1,139.85,108.68,19,5
t,0,1,0,1,149.14,110.23,16,4
z,1,1,1,1,152.79,118.61,7,10
z,1,1,1,1,149.42,116.66,11,3
z,1,1,1,1,150.66,120.28,14,2
p,0,0,0,1,133.23,113.39,17,4
b,1,0,0,1,145.8,128.29,3,5
b,1,0,0,1,135.64,115.35,7,3
z,1,1,1,1,148.18,118.21,3,4
z,1,1,1,1,153.03,118.58,12,5
f,0,0,1,1,154.57,117.6,9,6
p,0,0,0,1,136.89,110.67,18,1
b,1,0,0,1,122.04,110.61,19,5
p,0,0,0,1,139.24,114.56,3,6
d,1,1,0,1,137.94,117.01,19,4
f,0,0,1,1,131.5,105.72,13,9
s,0,1,1,1,153.51,111.83,4,6
f,0,0,1,1,143.11,109.52,11,4
s,0,1,1,1,159.82,116.71,8,4
b,1,0,0,1,131.97,123.7,6,5
v,1,0,1,1,142.88,115.36,2,2
f,0,0,1,1,137.3,112.09,19,1
d,1,1,0,1,135.42,118.23,17,2
f,0,0,1,1,138.83,117.7,13,3
z,1,1,1,1,165.12,126.42,13,10
d,1,1,0,1,146.76,119.33,15,1
t,0,1,0,1,142.07,107.22,18,3
d,1,1,0,1,140.81,110.97,11,6
b,1,0,0,1,141.63,118.08,9,5
z,1,1,1,1,157.26,115.76,2,2
z,1,1,1,1,155.23,119.8,8,10
z,1,1,1,1,147.7,117.48,7,5
f,0,0,1,1,161.09,116.11,9,1
z,1,1,1,1,154.36,108.31,15,7
d,1,1,0,1,143.56,118.87,13,8
t,0,1,0,1,152.09,109.49,16,5
z,1,1,1,1,158.06,117.51,11,9
s,0,1,1,1,161.85,116.05,9,7
b,1,0,0,1,139.0,128.89,3,2
s,0,1,1,1,160.26,117.87,10,4
b,1,0,0,1,128.28,114.92,6,4
f,0,0,1,1,144.07,110.96,18,5
p,0,0,0,1,128.81,101.53,7,9
b,1,0,0,1,137.98,128.36,13,8
d,1,1,0,1,131.06,113.19,7,9
v,1,0,1,1,131.85,103.65,11,4
f,0,0,1,1,141.21,114.55,3,8
f,0,0,1,1,138.54,107.81,7,4
z,1,1,1,1,156.1,120.27,1,1
f,0,0,1,1,150.14,113.99,10,9
t,0,1,0,1,158.04,109.53,11,3
f,0,0,1,1,142.8,111.24,1,1
f,0,0,1,1,155.95,114.93,9,4
s,0,1,1,1,138.27,110.99,5,3
b,1,0,0,1,136.32,115.69,3,6
t,0,1,0,1,154.08,115.87,16,1
v,1,0,1,1,151.44,118.89,8,6
s,0,1,1,1,165.01,114.87,9,10
s,0,1,1,1,162.86,116.2,11,2
v,1,0,1,1,138.47,116.65,4,10
b,1,0,0,1,145.0,124.17,10,6
f,0,0,1,1,139.77,107.47,19,5
v,1,0,1,1,150.42,122.79,10,10
d,1,1,0,1,153.14,123.02,4,7
b,1,0,0,1,152.48,129.78,8,4
d,1,1,0,1,120.64,113.02,5,5
s,0,1,1,1,156.47,117.61,4,5
z,1,1,1,1,163.48,115.34,16,10
p,0,0,0,1,146.69,116.77,3,7
d,1,1,0,1,145.74,126.12,3,3
t,0,1,0,1,137.35,106.01,18,6
b,1,0,0,1,135.33,122.26,15,10
d,1,1,0,1,141.17,117.62,17,6
d,1,1,0,1,149.84,121.72,2,7
f,0,0,1,1,141.86,115.34,3,9
p,0,0,0,1,151.26,120.78,3,4
b,1,0,0,1,124.0,118.86,11,3
t,0,1,0,1,149.9,106.61,7,2
v,1,0,1,1,132.62,108.04,7,7
b,1,0,0,1,133.95,119.05,12,8
p,0,0,0,1,127.09,107.93,5,9
z,1,1,1,1,154.28,115.96,12,2
d,1,1,0,1,146.49,130.25,8,7
p,0,0,0,1,144.43,116.23,9,2
s,0,1,1,1,136.54,107.87,5,5
s,0,1,1,1,153.97,115.06,7,4
b,1,0,0,1,121.09,116.21,7,1
v,1,0,1,1,144.84,117.1,13,4
v,1,0,1,1,137.06,115.58,12,8
s,0,1,1,1,151.53,113.02,4,7
b,1,0,0,1,133.18,128.32,3,3
d,1,1,0,1,139.86,113.61,9,6
t,0,1,0,1,149.78,115.32,4,3
p,0,0,0,1,125.1,106.18,20,4
s,0,1,1,1,148.91,108.39,20,5
p,0,0,0,1,126.86,110.84,20,2
f,0,0,1,1,144.3,108.16,12,10
f,0,0,1,1,143.25,112.01,13,1
p,0,0,0,1,137.23,110.27,6,6
f,0,0,1,1,135.48,109.34,13,6
b,1,0,0,1,135.18,118.6,1,2
b,1,0,0,1,131.74,116.51,19,10
p,0,0,0,1,123.29,105.75,5,1
p,0,0,0,1,138.96,117.06,19,10
f,0,0,1,1,128.46,110.52,5,9
p,0,0,0,1,144.45,120.2,9,8
s,0,1,1,1,153.09,104.58,11,4
t,0,1,0,1,145.63,118.32,4,9
s,0,1,1,1,157.08,112.84,1,4
z,1,1,1,1,147.88,118.2,18,5
t,0,1,0,1,139.41,110.58,18,4
b,1,0,0,1,133.04,111.88,2,2
z,1,1,1,1,156.36,122.09,9,8
t,0,1,0,1,160.72,117.73,8,10
s,0,1,1,1,145.3,112.06,13,5
b,1,0,0,1,138.26,120.12,15,7
p,0,0,0,1,136.32,114.82,19,3
z,1,1,1,1,155.45,112.42,11,8
d,1,1,0,1,139.23,114.82,2,2
v,1,0,1,1,125.89,110.32,17,1
b,1,0,0,1,125.41,119.26,11,2
d,1,1,0,1,132.95,117.3,17,4
v,1,0,1,1,145.53,107.18,2,3
f,0,0,1,1,149.91,112.64,1,7
v,1,0,1,1,138.62,108.46,15,3
t,0,1,0,1,159.57,117.1,14,3
s,0,1,1,1,161.47,115.36,16,5
f,0,0,1,1,140.08,108.93,18,9
b,1,0,0,1,142.55,122.3,13,5
d,1,1,0,1,136.25,116.86,15,10
d,1,1,0,1,148.07,115.55,16,8
b,1,0,0,1,148.95,134.49,8,8
t,0,1,0,1,138.95,103.69,18,10
s,0,1,1,1,152.81,107.35,19,1
v,1,0,1,1,138.4,116.62,15,7
z,1,1,1,1,145.86,120.38,19,2
v,1,0,1,1,137.39,113.39,4,7
d,1,1,0,1,145.63,116.83,16,3
f,0,0,1,1,141.1,113.35,17,4
b,1,0,0,1,136.3,124.16,12,1
s,0,1,1,1,159.62,119.82,6,1
f,0,0,1,1,131.3,109.38,20,8
d,1,1,0,1,151.61,121.56,10,7
t,0,1,0,1,157.01,110.08,11,1
t,0,1,0,1,150.35,105.93,1,3
s,0,1,1,1,148.97,114.85,3,10
t,0,1,0,1,155.15,109.32,15,10
t,0,1,0,1,152.76,115.28,14,10
s,0,1,1,1,158.17,112.45,6,3
t,0,1,0,1,152.16,105.01,2,5
f,0,0,1,1,140.52,108.44,12,3
v,1,0,1,1,134.62,114.63,15,9
b,1,0,0,1,123.16,104.75,5,8
p,0,0,0,1,137.13,122.61,14,2
d,1,1,0,1,147.31,129.66,9,9
p,0,0,0,1,130.04,111.66,20,6
s,0,1,1,1,145.86,110.89,20,1
v,1,0,1,1,137.31,115.95,18,7
v,1,0,1,1,139.95,122.39,15,2
s,0,1,1,1,161.62,117.09,2,5
s,0,1,1,1,153.76,115.98,4,3
f,0,0,1,1,139.43,114.43,3,4
t,0,1,0,1,151.32,107.45,6,6
b,1,0,0,1,134.01,114.83,16,3
t,0,1,0,1,131.91,107.18,17,7
v,1,0,1,1,138.59,111.31,13,6
z,1,1,1,1,150.06,120.96,1,9
f,0,0,1,1,139.18,108.34,16,4
p,0,0,0,1,125.5,109.06,18,6
t,0,1,0,1,128.69,104.36,5,6
d,1,1,0,1,133.94,113.74,7,8
t,0,1,0,1,144.31,107.73,6,2
z,1,1,1,1,150.05,121.85,14,1
b,1,0,0,1,137.69,126.85,10,7
d,1,1,0,1,147.25,114.94,9,8
d,1,1,0,1,136.87,122.68,20,2
s,0,1,1,1,144.82,103.03,18,3
z,1,1,1,1,157.04,121.39,4,1
t,0,1,0,1,157.41,118.48,3,4
v,1,0,1,1,136.94,118.75,16,10
s,0,1,1,1,158.12,111.7,11,8
f,0,0,1,1,153.1,110.22,7,6
b,1,0,0,1,134.01,116.16,1,10
s,0,1,1,1,160.76,111.3,16,4
t,0,1,0,1,144.46,117.04,17,5
z,1,1,1,1,138.31,107.93,5,3
f,0,0,1,1,121.71,104.61,5,8
z,1,1,1,1,159.83,123.76,15,2
s,0,1,1,1,158.3,119.89,4,2
d,1,1,0,1,137.67,119.53,12,7
f,0,0,1,1,152.85,118.24,10,1
f,0,0,1,1,139.89,108.54,18,4
v,1,0,1,1,137.27,117.84,17,5
p,0,0,0,1,141.66,131.33,19,9
z,1,1,1,1,152.32,118.03,7,4
z,1,1,1,1,158.8,119.19,9,1
f,0,0,1,1,144.59,111.99,11,9
f,0,0,1,1,146.44,113.81,10,4
b,1,0,0,1,133.56,117.21,10,10
b,1,0,0,1,130.73,116.73,4,7
f,0,0,1,1,145.69,110.51,6,9
s,0,1,1,1,136.07,105.7,5,6
b,1,0,0,1,135.91,124.31,3,1
v,1,0,1,1,134.22,112.01,18,8
b,1,0,0,1,124.41,120.89,20,1
s,0,1,1,1,162.91,121.69,10,7
f,0,0,1,1,151.78,107.57,15,10
t,0,1,0,1,141.94,106.97,19,7
f,0,0,1,1,138.05,110.68,3,7
z,1,1,1,1,155.24,120.86,12,6
b,1,0,0,1,135.18,120.15,6,3
s,0,1,1,1,152.28,108.46,12,3
p,0,0,0,1,132.9,108.16,16,10
p,0,0,0,1,151.0,113.14,11,9
f,0,0,1,1,128.56,105.13,5,6
z,1,1,1,1,153.06,122.23,8,9
z,1,1,1,1,165.07,122.94,10,6
s,0,1,1,1,149.96,116.28,20,9
b,1,0,0,1,140.39,125.07,8,1
z,1,1,1,1,138.02,116.22,17,7
v,1,0,1,1,135.48,113.09,16,4
t,0,1,0,1,147.54,108.5,12,7
b,1,0,0,1,141.82,124.78,13,3
f,0,0,1,1,139.27,103.09,2,7
f,0,0,1,1,147.97,117.47,14,1
t,0,1,0,1,140.09,107.84,20,4
d,1,1,0,1,136.0,116.85,17,10
f,0,0,1,1,134.17,110.11,5,10
d,1,1,0,1,142.78,116.82,15,7
s,0,1,1,1,163.31,123.35,10,6
v,1,0,1,1,140.24,112.22,13,1
z,1,1,1,1,151.38,113.65,12,7
d,1,1,0,1,142.12,122.33,12,5
d,1,1,0,1,154.28,127.14,10,1
z,1,1,1,1,153.8,124.17,3,6
f,0,0,1,1,144.43,117.07,13,2
f,0,0,1,1,142.37,111.72,11,6
v,1,0,1,1,137.99,118.38,18,9
f,0,0,1,1,136.92,116.77,3,10
b,1,0,0,1,129.92,120.47,12,10
t,0,1,0,1,160.15,108.56,15,4
v,1,0,1,1,153.81,121.63,10,3
z,1,1,1,1,152.62,121.31,6,2
b,1,0,0,1,136.07,124.46,12,3
v,1,0,1,1,132.68,113.24,17,10
v,1,0,1,1,137.95,105.02,19,7
z,1,1,1,1,150.07,124.41,14,3
f,0,0,1,1,131.12,107.54,5,3
p,0,0,0,1,142.78,117.16,4,10
d,1,1,0,1,132.24,108.84,5,8
p,0,0,0,1,132.69,107.05,15,8
p,0,0,0,1,145.05,119.11,8,1
f,0,0,1,1,134.5,111.33,7,2
p,0,0,0,1,144.95,122.5,10,9
t,0,1,0,1,157.34,110.86,2,9
z,1,1,1,1,162.8,124.15,13,7
z,1,1,1,1,144.19,117.45,11,2
p,0,0,0,1,148.65,117.2,8,5
z,1,1,1,1,157.66,123.9,9,4
d,1,1,0,1,140.43,117.27,3,9
z,1,1,1,1,151.35,118.71,1,2
f,0,0,1,1,137.36,111.76,17,10
t,0,1,0,1,145.9,110.89,19,2
d,1,1,0,1,138.73,119.16,12,1
d,1,1,0,1,138.94,120.22,19,1
v,1,0,1,1,152.81,118.98,10,5
d,1,1,0,1,146.02,122.44,1,6
s,0,1,1,1,144.85,110.43,11,10
f,0,0,1,1,135.12,109.86,4,10
f,0,0,1,1,144.23,106.32,8,3
z,1,1,1,1,148.57,120.44,3,2
f,0,0,1,1,147.62,114.7,19,6
v,1,0,1,1,127.88,107.4,5,4
z,1,1,1,1,142.76,113.41,11,6
d,1,1,0,1,147.51,125.44,13,1
b,1,0,0,1,134.38,113.98,2,8
f,0,0,1,1,143.7,114.27,14,4
t,0,1,0,1,160.38,114.97,11,2
s,0,1,1,1,163.05,110.71,15,2
b,1,0,0,1,151.02,130.65,8,2
z,1,1,1,1,166.44,122.46,8,2
v,1,0,1,1,147.83,124.4,8,5
t,0,1,0,1,148.4,102.91,7,7
z,1,1,1,1,150.75,117.61,6,10
s,0,1,1,1,157.57,105.63,2,2
f,0,0,1,1,141.28,107.05,12,2
z,1,1,1,1,154.66,116.92,2,5
f,0,0,1,1,143.14,107.96,11,5
v,1,0,1,1,138.53,111.41,19,8
t,0,1,0,1,140.17,112.09,5,2
t,0,1,0,1,141.03,105.79,18,8
b,1,0,0,1,143.85,120.54,9,6
f,0,0,1,1,142.11,109.27,2,10
t,0,1,0,1,138.86,111.74,17,10
v,1,0,1,1,145.08,123.27,14,2
b,1,0,0,1,148.92,126.2,10,1
z,1,1,1,1,151.69,117.71,4,8
z,1,1,1,1,154.77,121.57,13,5
t,0,1,0,1,154.61,113.92,9,7
t,0,1,0,1,159.41,108.63,11,5
v,1,0,1,1,139.54,123.07,10,8
b,1,0,0,1,136.63,118.38,9,8
p,0,0,0,1,131.75,114.15,14,8
z,1,1,1,1,165.52,125.99,8,7
f,0,0,1,1,143.2,114.73,14,7
p,0,0,0,1,136.02,110.79,7,3
v,1,0,1,1,142.71,112.53,13,10
d,1,1,0,1,129.26,116.31,20,3
t,0,1,0,1,162.74,120.21,10,1
v,1,0,1,1,133.56,111.53,19,9
p,0,0,0,1,135.68,110.4,11,3
t,0,1,0,1,153.85,112.08,19,3
v,1,0,1,1,134.1,112.47,4,6
v,1,0,1,1,127.41,109.85,7,9
p,0,0,0,1,145.32,113.6,9,1
s,0,1,1,1,153.95,107.5,12,6
t,0,1,0,1,150.42,112.39,8,7
t,0,1,0,1,151.59,109.8,16,10
b,1,0,0,1,130.39,124.62,10,3
z,1,1,1,1,159.23,120.46,10,8
s,0,1,1,1,144.47,111.14,19,6
p,0,0,0,1,149.27,117.57,1,7
b,1,0,0,1,133.75,118.51,16,8
s,0,1,1,1,152.06,111.02,13,4
z,1,1,1,1,158.74,120.78,10,5
z,1,1,1,1,160.67,118.0,16,8
s,0,1,1,1,158.36,115.2,16,2
p,0,0,0,1,131.52,103.51,2,4
p,0,0,0,1,137.33,112.09,9,7
s,0,1,1,1,142.61,106.0,18,10
z,1,1,1,1,166.29,115.01,8,5
d,1,1,0,1,143.99,122.65,15,9
v,1,0,1,1,139.13,112.27,13,8
b,1,0,0,1,137.37,118.75,4,8
f,0,0,1,1,140.15,116.89,4,7
z,1,1,1,1,142.97,119.88,20,10
b,1,0,0,1,143.29,123.86,13,2
f,0,0,1,1,147.49,111.89,16,7
b,1,0,0,1,132.0,117.24,20,7
p,0,0,0,1,137.43,114.97,9,6
v,1,0,1,1,135.92,103.8,19,6
b,1,0,0,1,123.04,119.59,20,9
s,0,1,1,1,148.69,120.14,3,3
s,0,1,1,1,162.97,118.75,4,1
d,1,1,0,1,138.71,122.06,6,8
v,1,0,1,1,136.81,112.74,18,10
d,1,1,0,1,147.17,112.89,16,9
v,1,0,1,1,139.21,112.09,11,6
f,0,0,1,1,142.74,115.47,17,2
v,1,0,1,1,144.41,116.48,3,3
v,1,0,1,1,149.35,116.82,10,7
s,0,1,1,1,156.31,110.96,1,7
z,1,1,1,1,156.01,117.38,13,9
t,0,1,0,1,142.02,111.65,20,6
f,0,0,1,1,141.56,118.15,4,2
z,1,1,1,1,153.94,116.72,2,3
f,0,0,1,1,148.26,111.16,10,3
p,0,0,0,1,136.77,111.69,15,10
v,1,0,1,1,141.88,114.63,1,6
f,0,0,1,1,123.75,104.68,5,2
z,1,1,1,1,136.54,111.56,17,6
z,1,1,1,1,145.39,106.26,19,10
s,0,1,1,1,150.34,112.2,19,2
z,1,1,1,1,159.27,117.68,12,4
p,0,0,0,1,121.21,105.82,5,4
b,1,0,0,1,134.63,116.76,19,6
t,0,1,0,1,157.94,114.57,2,6
s,0,1,1,1,158.84,115.69,1,9
d,1,1,0,1,142.8,120.18,11,8
d,1,1,0,1,147.31,122.19,13,2
v,1,0,1,1,132.15,117.08,11,3
p,0,0,0,1,128.15,105.76,12,7
s,0,1,1,1,151.06,109.24,20,2
t,0,1,0,1,146.23,105.82,6,4
z,1,1,1,1,156.05,115.89,11,10
b,1,0,0,1,126.79,108.98,15,8
f,0,0,1,1,144.16,104.34,16,3
t,0,1,0,1,148.5,109.06,12,8
